Occupations
Accountant
Gravel Merchant
Green Keeper
Greengrocer
Grocer
Groom
Ground Worker
Groundsman
Guest House Owner
Guest House Proprietor
Gun Smith
Gynaecologist
HGV Driver
HGV Mechanic
Hairdresser
Handyman
Hardware Dealer
Haulage Contractor
Hawker
Health Advisor
Health And Safety
Health Care Assistant
Health Consultant
Health Nurse
Health Planner
Health Service
Health Therapist
Health Visitor
Hearing Therapist
Heating Engineer
Herbalist
Highway Inspector
Hire Car Driver
Historian
History Teacher
Hod Carrier
Home Economist
Home Help
Homecare Manager
Homeopath
Homeworker
Hop Merchant
Horse Breeder
Horse Dealer
Horse Riding Instructor
Horse Trader
Horse Trainer
Horticultural Consultant
Horticulturalist
Hosiery Mechanic
Hosiery Worker
Hospital Consultant
Hospital Doctor
Hospital Manager
Hospital Orderly
Hospital Technician
Hospital Warden
Hospital Worker
Hostess
Hot Foil Printer
Hotel Consultant
Hotel Worker
Hotelier
Househusband
Housekeeper
Housewife
Housing Assistant
Housing Officer
Housing Supervisor
Hygienist
Hypnotherapist
Hypnotist
IT Consultant
IT Manager
IT Trainer
Ice Cream Vendor
Illustrator
Immigration Officer
Import Consultant
Importer
Independent Means
Induction Moulder
Industrial Chemist
Industrial Consultant
Injection Moulder
Inspector
Instructor
Instrument Engineer
Instrument Maker
Instrument Supervisor
Instrument Technician
Insurance Agent
Insurance Assessor
Insurance Broker
Insurance Consultant
Insurance Inspector
Insurance Staff
Interior Decorator
Interior Designer
Interpreter
Interviewer
Inventor
Investigator
Investment Advisor
Investment Banker
Investment Manager
Investment Strategist
Ironmonger
Janitor
Jazz Composer
Jeweller
Jewellery
Jockey
Joiner
Joinery Consultant
Journalist
Judge
Keep Fit Instructor
Kennel Hand
Kitchen Worker
Knitter
Labelling Operator
Laboratory Analyst
Labourer
Laminator
Lampshade Maker
Land Agent
Land Surveyor
Landlady
Landlord
Landowner
Landworker
Lathe Operator
Laundry Staff
Laundry Worker
Lavatory Attendant
Law Clerk
Lawn Mower
Lawyer
Leaflet Distributor
Leather Worker
Lecturer
Ledger Clerk
Legal Advisor
Legal Assistant
Legal Executive
Legal Secretary
Letting Agent
Liaison Officer
Librarian
Library Manager
Licensed Premises
Licensee
Licensing
Lifeguard
Lift Attendant
Lift Engineer
Lighterman
Lighthouse Keeper
Lighting Designer
Lighting Technician
Lime Kiln Attendant
Line Manager
Line Worker
Lineman
Linguist
Literary Agent
Literary Editor
Lithographer
Litigation Manager
Loans Manager
Local Government
Lock Keeper
Locksmith
Locum Pharmacist
Log Merchant
Lorry Driver
Loss Adjustor
Loss Assessor
Lumberjack
Machine Fitters
Machine Minder
Machine Operator
Machine Setter
Machine Tool
Machine Tool Fitter
Machinist
Magician
Magistrate
Magistrates Clerk
Maid
Maintenance Fitter
Make Up Artist
Manicurist
Manufacturing
Map Mounter
Marble Finisher
Marble Mason
Marine Broker
Marine Consultant
Marine Electrician
Marine Engineer
Marine Geologist
Marine Pilot
Marine Surveyor
Market Gardener
Market Research
Market Researcher
Market Trader
Marketing Agent
Marketing Assistant
Marketing Coordinator
Marketing Director
Marketing Manager
Marquee Erector
Massage Therapist
Masseur
Masseuse
Master Mariner
Materials Controller
Materials Manager
Mathematician
Maths Teacher
Matron
Mattress Maker
Meat Inspector
Meat Wholesaler
Mechanic
Medal Dealer
Medical Advisor
Medical Assistant
Medical Consultant
Medical Officer
Medical Physicist
Medical Practitioner
Medical Researcher
Medical Secretary
Medical Student
Medical Supplier
Medical Technician
Merchandiser
Merchant
Merchant Banker
Merchant Seaman
Messenger
Metal Dealer
Metal Engineer
Metal Polisher
Metal Worker
Metallurgist
Meteorologist
Meter Reader
Microbiologist
Midwife
Military Leader
Milklady
Milkman
Mill Operator
Mill Worker
Miller
Milliner
Millwright
Miner
Mineralologist
Minibus Driver
Minicab Driver
Mining Consultant
Mining Engineer
Money Broker
Moneylender
Mooring Contractor
Mortgage Broker
Mortician
Motor Dealer
Motor Engineer
Motor Fitter
Motor Mechanic
Motor Racing
Motor Trader
Museum Assistant
Museum Attendant
Music Teacher
Musician
Nanny
Navigator
Negotiator
Neurologist
Newsagent
Night Porter
Night Watchman
Nuclear Scientist
Nun
Nurse
Nursery Assistant
Nursery Nurse
Nursery Worker
Nurseryman
Nursing Assistant
Nursing Auxiliary
Nursing Manager
Nursing Sister
Nutritionist
Off Shore
Office Manager
Office Worker
Oil Broker
Oil Rig Crew
Opera Singer
Operations
Operative
Operator
Optical
Optical Advisor
Optical Assistant
Optician
Optometrist
Orchestral
Organiser
Organist
Ornamental
Ornithologist
Orthopaedic
Orthoptist
Osteopath
Outdoor Pursuits
Outreach Worker
Packaging
Packer
Paediatrician
Paint Consultant
Painter
Palaeobotanist
Palaeontologist
Pallet Maker
Panel Beater
Paramedic
Park Attendant
Park Keeper
Park Ranger
Partition Erector
Parts Man
Parts Manager
Parts Supervisor
Party Planner
Pasteuriser
Pastry Chef
Patent Agent
Patent Attorney
Pathologist
Patrolman
Pattern Cutter
Pattern Maker
Pattern Weaver
Pawnbroker
Payroll Assistant
Payroll Clerk
Payroll Manager
Payroll Supervisor
Personnel Officer
Pest Controller
Pet Minder
Pharmacist
Philatelist
Photographer
Physician
Physicist
Physiologist
Physiotherapist
Piano Teacher
Piano Tuner
Picture Editor
Picture Framer
Picture Reseacher
Pig Man
Pig Manager
Pilot
Pipe Fitter
Pipe Inspector
Pipe Insulator
Pipe Layer
Planning Engineer
Planning Manager
Planning Officer
Planning Technician
Plant Attendant
Plant Driver
Plant Engineer
Plant Fitter
Plant Manager
Plant Operator
Plasterer
Plastics Consultant
Plastics Engineer
Plate Layer
Plater
Playgroup Assistant
Playgroup Leader
Plumber
Podiatrist
Police Officer
Polisher
Pool Attendant
Pools Collector
Porter
Portfolio Manager
Post Sorter
Postman
Postmaster
Postwoman
Potter
Practice Manager
Preacher
Precision Engineer
Premises
Premises Security
Press Officer
Press Operator
Press Setter
Presser
Priest
Print Finisher
Printer
Prison Chaplain
Prison Officer
Private Investigator
Probation Officer
Probation Worker
Procurator Fiscal
Produce Supervisor
Producer
Product Installer
Product Manager
Production Engineer
Production Hand
Production Manager
Production Planner
Professional Boxer
Professional Racing
Professional Wrestler
Progress Chaser
Progress Clerk
Project Co-ordinator
Project Engineer
Project Leader
Project Manager
Project Worker
Projectionist
Promoter
Proof Reader
Property Buyer
Property Dealer
Property Developer
Property Manager
Property Valuer
Proprietor
Psychiatrist
Psychoanalyst
Psychologist
Psychotherapist
Public House Manager
Public Relations Of?cer
Publican
Publicity Manager
Publisher
Publishing Manager
Purchase Clerk
Purchase Ledger Clerk
Purchasing Assistant
Purchasing Manager
Purser
Quality Controller
Quality Engineer
Quality Inspector
Quality Manager
Quality Technician
Quantity Surveyor
Quarry Worker
Racehorse Groom
Racing Organiser
Radio Controller
Radio Director
Radio Engineer
Radio Operator
Radio Presenter
Radio Producer
Radiographer
Radiologist
Rally Driver
Receptionist
Recorder
Records Supervisor
Recovery Vehicle Coordinator
Recreational
Recruitment Consultant
Rector
Reflexologist
Refractory Engineer
Refrigeration Engineer
Refuse Collector
Registrar
Regulator
Relocation Agent
Remedial Therapist
Rent Collector
Rent Offcer
Repair Man
Repairer
Reporter
Representative
Reprographic Assistant
Research Analyst
Research Consultant
Research Director
Research Scientist
Research Technician
Researcher
Resin Caster
Restaurant Manager
Restaurateur
Restorer
Retired
Revenue Clerk
Revenue Officer
Riding Instructor
Rig Worker
Rigger
Riveter
Road Safety Officer
Road Sweeper
Road Worker
Roadworker
Roof Tiler
Roofer
Rose Grower
Royal Marine
Rug Maker
Saddler
Safety Officer
Sail Maker
Sales Administrator
Sales Assistant
Sales Director
Sales Engineer
Sales Executive
Sales Manager
Sales Representative
Sales Support
Salesman
Saleswoman
Sand Blaster
Saw Miller
Scaffolder
School Crossing
School Inspector
Scientific Officer
Scientist
Scrap Dealer
Screen Printer
Screen Writer
Script Writer
Sculptor
Seaman
Seamstress
Secretary
Security Consultant
Security Controller
Security Guard
Security Officer
Servant
Service Engineer
Service Manager
Share Dealer
Sheet Metal Worker
Shelf Filler
Shelter Warden
Shepherd
Sheriff
Sheriff Clerk
Sheriff Principal
Shift Controller
Ship Broker
Ship Builder
Shipping Clerk
Shipping Officer
Shipwright
Shipyard Worker
Shoe Maker
Shoe Repairer
Shooting Instructor
Shop Assistant
Shop Fitter
Shop Keeper
Shop Manager
Shop Proprietor
Shot Blaster
Show Jumper
Showman
Shunter
Sign Maker
Signalman
Signwriter
Site Agent
Site Engineer
Skipper
Slater
Slaughterman
Smallholder
Social Worker
Software Consultant
Software Engineer
Soldier
Solicitor
Song Writer
Sound Artist
Sound Engineer
Sound Technician
Special Constable
Special Needs
Speech Therapist
Sports Administrator
Sports Coach
Sports Commentator
Sportsman
Sportsperson
Sportswoman
Spring Maker
Stable Hand
Staff Nurse
Stage Director
Stage Hand
Stage Manager
Stage Mover
Station Manager
Stationer
Statistician
Steel Erector
Steel Worker
Steeplejack
Stenographer
Steward
Stewardess
Stock Controller
Stock Manager
Stockbroker
Stockman
Stocktaker
Stone Cutter
Stone Sawyer
Stonemason
Store Detective
Storeman
Storewoman
Street Entertainer
Street Trader
Stud Hand
Student
Student Nurse
Student Teacher
Studio Manager
Sub-Postmaster
Sub-Postmistress
Supervisor
Supply Teacher
Surgeon
Surveyor
Systems Analyst
Systems Engineer
Systems Manager
TV Editor
Tachograph Analyst
Tacker
Tailor
Tank Farm Operative
Tanker Driver
Tanner
Tattooist
Tax Advisor
Tax Analyst
Tax Assistant
Tax Consultant
Tax Inspector
Tax Manager
Tax Officer
Taxi Controller
Taxi Driver
Taxidermist
Tea Blender
Tea Taster
Teacher
Teachers Assistant
Technical Advisor
Technical Analyst
Technical Assistant
Technical Author
Technical Clerk
Technical Co-ordinator
Technical Director
Technical Editor
Technical Engineer
Technical Illustrator
Technical Instructor
Technical Liaison
Technical Manager
Technician
Telecommunication
Telecommunications
Telegraphist
Telemarketeer
Telephone Engineer
Telephonist
Telesales Person
Television Director
Television Engineer
Television Presenter
Television Producer
Telex Operator
Temperature Time
Tennis Coach
Textile Consultant
Textile Engineer
Textile Technician
Textile Worker
Thatcher
Theatre Manager
Theatre Technician
Theatrical Agent
Therapist
Thermal Engineer
Thermal Insulator
Ticket Agent
Ticket Inspector
Tiler
Timber Inspector
Timber Worker
Tobacconist
Toll Collector
Tool Maker
Tour Agent
Tour Guide
Town Clerk
Town Planner
Toy Maker
Toy Trader
Track Worker
Tractor Driver
Tractor Mechanic
Trade Mark Agent
Trade Union Official
Trading Standards
Traffic Warden
Train Driver
Trainee Manager
Training Advisor
Training Assistant
Training Co-ordinator
Training Consultant
Training Instructor
Training Manager
Training Officer
Transcriber
Translator
Transport Clerk
Transport Consultant
Transport Controller
Transport Engineer
Transport Manager
Transport Officer
Transport Planner
Travel Agent
Travel Clerk
Travel Consultant
Travel Courier
Travel Guide
Travel Guide Writer
Travel Representative
Travelling Showman
Treasurer
Tree Feller
Tree Surgeon
Trichologist
Trinity House Pilot
Trout Farmer
Tug Skipper
Tunneller
Turf Accountant
Turkey Farmer
Turner
Tutor
Typesetter
Typewriter Engineer
Typist
Tyre Builder
Tyre Fitter
Tyre Inspector
Tyre Technician
Undertaker
Underwriter
Upholsterer
Valuer
Valve Technician
Van Driver
Vehicle Assessor
Vehicle Body Worker
Vehicle Engineer
Vehicle Technician
Ventriloquist
Verger
Veterinary Surgeon
Vicar
Video Artist
Violin Maker
Violinist
Voluntary Worker
Wages Clerk
Waiter
Waitress
Warden
Warehouse Manager
Warehouseman
Warehousewoman
Watchmaker
Weaver
Weighbridge Clerk
Weighbridge Operator
Welder
Welfare Assistant
Welfare Officer
Welfare Rights Officer
Wheel Clamper
Wholesale Newspaper
Window Cleaner
Window Dresser
Windscreen Fitter
Wine Merchant
Wood Carver
Wood Cutter
Wood Worker
Word Processing Operator
Works Manager
Writer
Yacht Master
Yard Manager
Youth Hostel Warden
Youth Worker
Zoo Keeper
Zoo Manager
Zoologist
